A1BG	chr19:58858174-58864865
TATDN2	chr3:10290177-10322905
TATDN3.2	chr1:212965170-212990167
TATDN3.3	chr1:212965170-212990167
TATDN3.4	chr1:212965170-212990167
TATDN3.5	chr1:212965170-212990167
TATDN3	chr1:212965170-212990167
TAX1BP1.2	chr7:27779738-27869384
TAX1BP1	chr7:27779738-27869384
TAX1BP3	chr17:3566190-3571973
TAZ.2	chrX:153639877-153650061
TAZ.3	chrX:153639877-153650061
TAZ.4	chrX:153639877-153650061
TAZ.5	chrX:153639877-153650061
TAZ	chrX:153639877-153650061
TBC1D10A	chr22:30687980-30722894
TBC1D10B	chr16:30368422-30381522
TBC1D10C	chr11:67171412-67177559
TBC1D12	chr10:96162186-96296089
TBC1D13	chr9:131549510-131572710
TBC1D14.2	chr4:6988889-7034844
TBC1D14.3	chr4:6911171-7034844
TBC1D14	chr4:6911495-7034844
TBC1D15.2	chr12:72233487-72320627
TBC1D15.3	chr12:72233487-72320627
TBC1D15.4	chr12:72233487-72320627
TBC1D15	chr12:72233487-72320627
TBC1D16	chr17:77913821-78009647
TBC1D17.2	chr19:50380682-50392006
TBC1D17	chr19:50380682-50392006
TBC1D19	chr4:26585546-26756915
TBC1D1	chr4:37892720-38140793
TBC1D20	chr20:416126-443187
TBC1D21	chr15:74165968-74181553
TBC1D22A	chr22:47158549-47569722
TBC1D22B	chr6:37225548-37300745
TBC1D23	chr3:99979686-100044078
TBC1D24	chr16:2525147-2553486
TBC1D25	chrX:48398075-48420997
TBC1D26	chr17:15635591-15648097
TBC1D28	chr17:18538842-18547740
TBC1D29	chr17:28886584-28890507
TBC1D2B.2	chr15:78287328-78369994
TBC1D2B	chr15:78287328-78369994
TBC1D2	chr9:100961281-101018003
TBC1D3.2	chr17:36337528-36348666
TBC1D3B	chr17:34493061-34503988
TBC1D3C.2	chr17:34746120-34808091
TBC1D3C	chr17:34581085-34592027
TBC1D3	chr17:36283960-36295098
TBC1D3F.2	chr17:36337712-36348666
TBC1D3F	chr17:36283960-36294914
TBC1D3G	chr17:34797177-34808103
TBC1D3H	chr17:34745936-34757050
TBC1D3P2	chr17:60342069-60353016
TBC1D4	chr13:75858809-76056250
TBC1D5.2	chr3:17198655-17741512
TBC1D5.3	chr3:17198655-17784240
TBC1D5	chr3:17198655-17782399
TBC1D7.2	chr6:13305186-13328770
TBC1D7.3	chr6:13305186-13328770
TBC1D7.4	chr6:13305186-13328770
TBC1D7	chr6:13305186-13328770
TBC1D8B.2	chrX:106045919-106093061
TBC1D8B	chrX:106045919-106119375
TBC1D8	chr2:101623691-101767846
TBC1D9B.2	chr5:179289073-179334856
TBC1D9B	chr5:179289073-179334856
TBC1D9	chr4:141541937-141677471
TBCA	chr5:76986995-77072185
TBCB	chr19:36605888-36616849
TBCC	chr6:42712235-42713884
TBCCD1.2	chr3:186263858-186288332
TBCCD1	chr3:186263858-186285141
TBCD	chr17:80709940-80901060
TBCE.2	chr1:235530728-235612280
TBCE	chr1:235530728-235612280
TBCEL.2	chr11:120894803-120960352
TBCEL	chr11:120894813-120960352
TBCK.2	chr4:106967233-107237423
TBCK.3	chr4:106967233-107237423
TBCK.4	chr4:106967233-107237861
TBCK	chr4:106967233-107237423
TBK1	chr12:64845937-64895891
TBKBP1	chr17:45772630-45789427
TBL1X.2	chrX:9431335-9687779
TBL1X.3	chrX:9431335-9687779
TBL1X.4	chrX:9431335-9687779
TBL1X	chrX:9433201-9687779
TBL1XR1	chr3:176738543-176915048
TBL1Y.2	chrY:6778727-6959723
TBL1Y.3	chrY:6778727-6959723
TBL1Y	chrY:6778727-6959723
TBL2	chr7:72983279-72993013
TBL3	chr16:2022064-2028751
TBP	chr6:170863471-170881946
TBPL1	chr6:134274301-134308627
TBPL2	chr14:55880932-55907263
TBR1	chr2:162272620-162281573
TBRG1.2	chr11:124492742-124505821
TBRG1	chr11:124492742-124505821
TBRG4.2	chr7:45139700-45151317
TBRG4.3	chr7:45139700-45151317
TBRG4	chr7:45139700-45151317
TBX10	chr11:67398775-67407031
TBX1.2	chr22:19744226-19754855
TBX1.3	chr22:19744226-19767066
TBX15	chr1:119425666-119532179
TBX18	chr6:85444157-85473899
TBX19	chr1:168250278-168283662
TBX1	chr22:19744226-19771110
TBX20.2	chr7:35271114-35293711
TBX20	chr7:35242043-35293711
TBX21	chr17:45810610-45823485
TBX22.2	chrX:79270255-79287268
TBX22.3	chrX:79270255-79287268
TBX22	chrX:79277742-79287268
TBX2	chr17:59477257-59486825
TBX3.2	chr12:115108059-115121969
TBX3	chr12:115108059-115121969
TBX4	chr17:59533807-59561663
TBX5.2	chr12:114791736-114846247
TBX5.3	chr12:114791736-114846247
TBX5.4	chr12:114803903-114841703
TBX5	chr12:114791736-114843889
TBX6	chr16:30097117-30103205
TBXA2R.2	chr19:3594504-3606831
TBXA2R	chr19:3594504-3606831
TBXAS1.2	chr7:139478047-139720123
TBXAS1.3	chr7:139528952-139720123
TBXAS1.4	chr7:139528952-139720123
TBXAS1.5	chr7:139528952-139720123
TBXAS1.6	chr7:139528952-139720123
TBXAS1	chr7:139478047-139720123
TC2N.2	chr14:92246269-92302849
TC2N.3	chr14:92246269-92333880
TC2N	chr14:92246269-92302849
TCAM1	chr17:61934376-61941738
TCAP	chr17:37821599-37822806
TCEA1.2	chr8:54879117-54935008
TCEA1	chr8:54879117-54935008
TCEA2.2	chr20:62694010-62703699
TCEA2	chr20:62688439-62703699
TCEA3	chr1:23707555-23751261
TCEAL1.2	chrX:102883892-102885874
TCEAL1.3	chrX:102883892-102885874
TCEAL1	chrX:102883648-102885874
TCEAL2	chrX:101380660-101382683
TCEAL3.2	chrX:102862834-102864854
TCEAL3	chrX:102862834-102864854
TCEAL4.2	chrX:102840419-102842653
TCEAL4.3	chrX:102840419-102842653
TCEAL4.4	chrX:102840419-102842653
TCEAL4	chrX:102840419-102842653
TCEAL5	chrX:102528619-102531800
TCEAL6	chrX:101394935-101397388
TCEAL7	chrX:102585165-102587251
TCEAL8.2	chrX:102507924-102510121
TCEAL8	chrX:102507924-102510121
TCEANC	chrX:13671307-13682247
TCEB1	chr8:74858634-74884346
TCEB2.2	chr16:2821416-2827297
TCEB2	chr16:2821416-2827297
TCEB3B	chr18:44558943-44561988
TCEB3C.2	chr18:44554575-44556449
TCEB3C	chr18:44548658-44550534
TCEB3	chr1:24069856-24088548
TCEB3CL.2	chr18:44548658-44550298
TCEB3CL.3	chr18:44554575-44556213
TCEB3CL	chr18:44542733-44544371
TCERG1.2	chr5:145826873-145891068
TCERG1	chr5:145826873-145891068
TCERG1L	chr10:132890656-133109984
TCF12.2	chr15:57210833-57580712
TCF12.3	chr15:57210833-57580712
TCF12.4	chr15:57210833-57580712
TCF12.5	chr15:57511655-57580712
TCF12	chr15:57210833-57580712
TCF15	chr20:584639-590910
TCF19.8	chr6:31126303-31131991
TCF19	chr6:31126303-31131991
TCF20.2	chr22:42556019-42611445
TCF20	chr22:42556019-42611445
TCF21.2	chr6:134210260-134213391
TCF21	chr6:134210259-134216675
TCF23	chr2:27372002-27375733
TCF25	chr16:89939994-89977792
TCF3.2	chr19:1609293-1650286
TCF3	chr19:1609293-1652326
TCF4.2	chr18:52889562-53255860
TCF4	chr18:52889562-53255860
TCF7.2	chr5:133451316-133483919
TCF7.3	chr5:133451316-133481876
TCF7.4	chr5:133451600-133483919
TCF7.5	chr5:133451316-133483919
TCF7.6	chr5:133450402-133483919
TCF7.7	chr5:133451600-133483919
TCF7	chr5:133451427-133483919
TCF7L1	chr2:85360734-85537504
TCF7L2.2	chr10:114710009-114927434
TCF7L2.3	chr10:114710009-114927434
TCF7L2.4	chr10:114710009-114927434
TCF7L2.5	chr10:114710009-114927434
TCF7L2.6	chr10:114710009-114927434
TCF7L2	chr10:114710009-114927434
TCFL5	chr20:61472468-61493115
TCHH	chr1:152078793-152086556
TCHHL1	chr1:152056620-152061540
TCHP.2	chr12:110338079-110355873
TCHP	chr12:110338323-110355873
T	chr6:166571086-166582131
TCIRG1.2	chr11:67806483-67818365
TCIRG1	chr11:67810447-67818365
TCL1A.2	chr14:96176305-96180533
TCL1A	chr14:96176305-96180533
TCL1B.2	chr14:96152763-96158966
TCL1B	chr14:96152763-96158966
TCL6	chr14:96117515-96139789
TCN1	chr11:59620281-59634041
TCN2	chr22:31003161-31023047
TCOF1.2	chr5:149737202-149779870
TCOF1.3	chr5:149737202-149779870
TCOF1.4	chr5:149737202-149779870
TCOF1.5	chr5:149737202-149764193
TCOF1.6	chr5:149737202-149779870
TCOF1	chr5:149737202-149779870
TCP10	chr6:167786577-167797998
TCP10L2	chr6:167584081-167596395
TCP10L	chr21:33947152-33957845
TCP11.2	chr6:35085849-35109187
TCP11	chr6:35085849-35109187
TCP11L1.2	chr11:33061561-33095108
TCP11L1	chr11:33060963-33095108
TCP11L2	chr12:106696581-106740790
TCP1.2	chr6:160199531-160210735
TCP1	chr6:160199531-160210735
TCTA	chr3:49449639-49453908
TCTE1	chr6:44247897-44265458
TCTE3	chr6:170140215-170151638
TCTEX1D1	chr1:67218140-67244729
TCTEX1D2	chr3:196018090-196045159
TCTEX1D4	chr1:45271590-45272957
TCTN1.2	chr12:111051880-111086933
TCTN1.3	chr12:111051880-111086933
TCTN1	chr12:111051880-111086933
TCTN2.2	chr12:124155660-124192947
TCTN2	chr12:124155660-124192947
TCTN3.2	chr10:97423154-97453900
TCTN3	chr10:97423154-97453900
TDG	chr12:104359593-104382655
TDGF1	chr3:46619180-46623950
TDGF3	chrX:109763540-109766249
TDH	chr8:11197146-11225961
TDO2	chr4:156824847-156841550
TDP1.2	chr14:90422246-90511106
TDP1	chr14:90422246-90511106
TDRD10.2	chr1:154474695-154520622
TDRD10	chr1:154474695-154520622
TDRD12	chr19:33210679-33281713
TDRD1	chr10:115939029-115992063
TDRD3.2	chr13:60970591-61148012
TDRD3.3	chr13:60971427-61148012
TDRD3	chr13:60970591-61148012
TDRD5	chr1:179561025-179660398
TDRD6.2	chr6:46655612-46672054
TDRD6	chr6:46655612-46672054
TDRD7	chr9:100174302-100258403
TDRD9	chr14:104394817-104519002
TDRG1	chr6:40346163-40347631
TDRKH.2	chr1:151745959-151763010
TDRKH.3	chr1:151745959-151763010
TDRKH.4	chr1:151745959-151763010
TDRKH	chr1:151744041-151763010
TEAD1	chr11:12695969-12966298
TEAD2	chr19:49843857-49865714
TEAD3	chr6:35441376-35464861
TEAD4.2	chr12:3068962-3149841
TEAD4.3	chr12:3068496-3149841
TEAD4	chr12:3068496-3149841
TEC	chr4:48137801-48271814
TECPR1	chr7:97846060-97881468
TECPR2	chr14:102829378-102968817
TECR	chr19:14640382-14676791
TECRL	chr4:65144185-65275178
TECTA	chr11:120973375-121061513
TECTB	chr10:114043493-114063070
TEDDM1	chr1:182367254-182369751
TEF.2	chr22:41777963-41795328
TEF	chr22:41763392-41795328
TEK	chr9:27109147-27230171
TEKT1	chr17:6703301-6735060
TEKT2	chr1:36549676-36553875
TEKT3	chr17:15207131-15244958
TEKT4	chr2:95537232-95542568
TEKT5	chr16:10721361-10788802
TELO2	chr16:1543352-1560459
TENC1.2	chr12:53442733-53458160
TENC1.3	chr12:53440810-53458160
TENC1	chr12:53443835-53458160
TEP1	chr14:20833827-20881579
TEPP.2	chr16:58010339-58022015
TEPP	chr16:58010339-58022015
TERC	chr3:169482398-169482848
TERF1.2	chr8:73921097-73959987
TERF1	chr8:73921097-73959987
TERF2	chr16:69389535-69419873
TERF2IP	chr16:75681684-75691328
TERT.2	chr5:1253287-1295162
TERT	chr5:1253287-1295162
TES.2	chr7:115850581-115898835
TESC.2	chr12:117476730-117537251
TESC.3	chr12:117476730-117537251
TESC	chr12:117476730-117537251
TES	chr7:115863035-115898835
TESK1	chr9:35605281-35610037
TESK2	chr1:45809555-45956840
TESSP1	chr16:2848486-2855132
TET1	chr10:70320117-70454238
TET2.2	chr4:106067943-106163928
TET2	chr4:106067943-106200958
TET3	chr2:74273450-74335300
TEX101.2	chr19:43892763-43922766
TEX101	chr19:43919035-43922766
TEX10.2	chr9:103064359-103115259
TEX10	chr9:103064359-103114853
TEX11.2	chrX:69748791-70128567
TEX11	chrX:69748791-70128567
TEX12	chr11:112038095-112043278
TEX13A	chrX:104463612-104465358
TEX13B	chrX:107224094-107225600
TEX14.2	chr17:56634039-56769416
TEX14	chr17:56634039-56769416
TEX15	chr8:30689062-30706533
TEX19	chr17:80317124-80321619
TEX261	chr2:71213070-71222001
TEX264.2	chr3:51705222-51738338
TEX264.3	chr3:51705222-51738338
TEX264	chr3:51705222-51738338
TEX28	chrX:153498933-153523438
TEX2	chr17:62224796-62340653
TEX9	chr15:56657644-56738071
TFAM	chr10:60145176-60155896
TFAMP1	chr7:1654106-1656327
TFAP2A.2	chr6:10396917-10412607
TFAP2A.3	chr6:10396917-10415470
TFAP2A	chr6:10396917-10419797
TFAP2B	chr6:50786439-50815325
TFAP2C	chr20:55204358-55214336
TFAP2D	chr6:50681257-50740745
TFAP2E	chr1:36038971-36060925
TFAP4	chr16:4307188-4323001
TFB1M	chr6:155578791-155635626
TFB2M	chr1:246703868-246729565
TF	chr3:133464977-133497849
TFCP2	chr12:51488621-51566664
TFCP2L1	chr2:121974166-122042778
TFDP1.2	chr13:114239003-114295786
TFDP1	chr13:114239056-114295786
TFDP2	chr3:141671329-141724377
TFDP3	chrX:132350697-132352376
TFE3	chrX:48886242-48900990
TFEB.2	chr6:41651716-41703997
TFEB	chr6:41651716-41702798
TFEC.2	chr7:115575202-115670798
TFEC	chr7:115575202-115670798
TFF1	chr21:43782391-43786644
TFF2	chr21:43766469-43771208
TFF3	chr21:43732164-43735706
TFG.2	chr3:100428160-100467810
TFG	chr3:100428160-100467810
TFIP11.2	chr22:26887894-26908437
TFIP11	chr22:26887894-26908437
TFPI.2	chr2:188328960-188419219
TFPI2	chr7:93515745-93520065
TFPI	chr2:188343305-188419219
TFPT	chr19:54610320-54619055
TFR2	chr7:100218039-100239173
TFRC.2	chr3:195776156-195808961
TFRC	chr3:195776156-195809032
TG	chr8:133879205-134147141
TGDS	chr13:95226309-95248511
TGFA.2	chr2:70674419-70781105
TGFA	chr2:70674419-70781105
TGFB1	chr19:41836813-41859831
TGFB1I1.2	chr16:31483529-31489281
TGFB1I1.3	chr16:31483476-31489281
TGFB1I1	chr16:31484526-31489281
TGFB2.2	chr1:218519391-218617959
TGFB2	chr1:218519391-218617959
TGFB3	chr14:76424442-76448092
TGFBI	chr5:135364584-135399506
TGFBR1.2	chr9:101867412-101916471
TGFBR1	chr9:101867412-101916471
TGFBR2.2	chr3:30647994-30735631
TGFBR2	chr3:30647994-30735631
TGFBR3	chr1:92145902-92351787
TGFBRAP1.2	chr2:105883542-105946148
TGFBRAP1	chr2:105883542-105946148
TGIF1.2	chr18:3453772-3458404
TGIF1.3	chr18:3451591-3458404
TGIF1.4	chr18:3449973-3458404
TGIF1.5	chr18:3450031-3458404
TGIF1.6	chr18:3447608-3458404
TGIF1.7	chr18:3451591-3458404
TGIF1.8	chr18:3412072-3458404
TGIF1	chr18:3450172-3458404
TGIF2	chr20:35202010-35222350
TGIF2LX	chrX:89176940-89177880
TGIF2LY	chrY:3447126-3448080
TGM1	chr14:24718322-24732416
TGM2.2	chr20:36766353-36793700
TGM2	chr20:36756866-36793700
TGM3	chr20:2276613-2321724
TGM4	chr3:44916098-44956086
TGM5.2	chr15:43524793-43559055
TGM5	chr15:43524793-43559055
TGM6	chr20:2361554-2413399
TGM7	chr15:43568479-43594453
TGOLN2	chr2:85545147-85555374
TGS1	chr8:56685791-56738003
TH1L	chr20:57556311-57570186
TH.2	chr11:2185160-2193035
TH.3	chr11:2185160-2193035
THADA.2	chr2:43457976-43823185
THADA	chr2:43457976-43823113
THAP10	chr15:71173682-71184753
THAP11	chr16:67876213-67878097
THAP1.2	chr8:42691818-42698474
THAP1	chr8:42691818-42698474
THAP2	chr12:72057784-72074417
THAP3	chr1:6685252-6695645
THAP4.2	chr2:242523821-242576725
THAP4	chr2:242523821-242556916
THAP5.2	chr7:108202673-108209897
THAP5	chr7:108202673-108210167
THAP6	chr4:76439654-76455234
THAP7.2	chr22:21354061-21356404
THAP7	chr22:21354061-21356404
THAP8	chr19:36525887-36545664
THAP9	chr4:83821837-83841284
THBD	chr20:23026271-23030301
THBS1	chr15:39873280-39889667
THBS2	chr6:169615876-169654137
THBS3	chr1:155165381-155177690
THBS4	chr5:79330991-79379105
TH	chr11:2185160-2193035
THEG.2	chr19:362059-376009
THEG	chr19:362059-376009
THEM4	chr1:151846060-151882113
THEM5	chr1:151819578-151826173
THEMIS.2	chr6:128029340-128239776
THEMIS.3	chr6:128029340-128222226
THEMIS	chr6:128029340-128222226
THG1L	chr5:157158323-157166771
THNSL1	chr10:25305508-25315591
THNSL2	chr2:88469835-88486145
THOC1	chr18:214522-268059
THOC2	chrX:122734413-122866904
THOC3	chr5:175386536-175395545
THOC4	chr17:79845711-79849462
THOC5.2	chr22:29904157-29949644
THOC5.3	chr22:29904157-29949644
THOC5.4	chr22:29904157-29949736
THOC5	chr22:29904157-29949736
THOC6.2	chr16:3074032-3077756
THOC6	chr16:3074032-3077756
THOC7	chr3:63819547-63849597
THOP1	chr19:2785506-2813590
THPO	chr3:184089773-184095932
THRA.2	chr17:38219160-38250118
THRA	chr17:38219063-38246289
THRAP3	chr1:36690017-36770955
THRB.2	chr3:24158647-24536313
THRB.3	chr3:24158647-24536313
THRB	chr3:24158647-24536266
THRSP	chr11:77774907-77779396
THSD1.2	chr13:52951305-52980629
THSD1	chr13:52951305-52980629
THSD1P	chr13:52741847-52768602
THSD4	chr15:71433788-72075722
THSD7A	chr7:11410064-11871824
THSD7B	chr2:137748462-138435287
THTPA.2	chr14:24025198-24028786
THTPA.3	chr14:24025198-24028783
THTPA	chr14:24025198-24028786
THUMPD1	chr16:20744991-20753199
THUMPD2.2	chr2:39963200-40006416
THUMPD2	chr2:39963200-40006416
THUMPD3.2	chr3:9404717-9428473
THUMPD3	chr3:9404717-9428473
THY1	chr11:119288656-119294246
THYN1.2	chr11:134118175-134123260
THYN1.3	chr11:134118175-134123260
THYN1.4	chr11:134118175-134123260
THYN1.5	chr11:134118175-134123260
THYN1	chr11:134118175-134123260
TIA1.2	chr2:70436577-70475779
TIA1	chr2:70436577-70475779
TIAF1	chr17:27400539-27402627
TIAL1.2	chr10:121332978-121356541
TIAL1	chr10:121332978-121356541
TIAM1	chr21:32490736-32931290
TIAM2.2	chr6:155538097-155578856
TIAM2	chr6:155411423-155578856
TICAM1	chr19:4815939-4831737
TICAM2	chr5:114914340-114938109
TIE1	chr1:43766664-43788778
TIFAB	chr5:134784560-134788089
TIFA	chr4:113196783-113207059
TIGD1	chr2:233412779-233415226
TIGD2	chr4:90033968-90036050
TIGD3	chr11:65122282-65125080
TIGD4	chr4:153690508-153700877
TIGD5	chr8:144680074-144682484
TIGD6	chr5:149372685-149380217
TIGD7	chr16:3348834-3351400
TIGIT	chr3:114012833-114029134
TIMD4.2	chr5:156346293-156390266
TIMD4	chr5:156346293-156390266
TIMELESS	chr12:56810157-56843200
TIMM10	chr11:57295936-57298232
TIMM13	chr19:2425622-2427875
TIMM17A	chr1:201924619-201939787
TIMM17B.2	chrX:48750731-48755426
TIMM17B	chrX:48750731-48755426
TIMM22	chr17:900357-905388
TIMM23	chr10:51592090-51623336
TIMM44	chr19:7991604-8008538
TIMM50	chr19:39971052-39981528
TIMM8A.2	chrX:100603027-100603708
TIMM8A	chrX:100600644-100603957
TIMM8B.2	chr11:111955541-111957522
TIMM8B	chr11:111955541-111957522
TIMM9	chr14:58875371-58894232
TIMP1	chrX:47441690-47446189
TIMP2	chr17:76849063-76921472
TIMP3	chr22:33196802-33259027
TIMP4	chr3:12194573-12200647
TINAG	chr6:54173203-54254950
TINAGL1	chr1:32042086-32053285
TINF2.2	chr14:24708853-24711880
TINF2	chr14:24708853-24711880
TIPARP	chr3:156392379-156424529
TIPIN	chr15:66629008-66649054
TIPRL.2	chr1:168148171-168161632
TIPRL	chr1:168148171-168171349
TIRAP.2	chr11:126152982-126164828
TIRAP	chr11:126152982-126163071
TJAP1.2	chr6:43445261-43474294
TJAP1.3	chr6:43445261-43474294
TJAP1.4	chr6:43445261-43474294
TJAP1.5	chr6:43445261-43474294
TJAP1.6	chr6:43445261-43474294
TJAP1.7	chr6:43457322-43474294
TJAP1	chr6:43445261-43474294
TJP1.2	chr15:29992359-30114706
TJP1	chr15:29992359-30114706
TJP2.2	chr9:71789089-71870118
TJP2	chr9:71789089-71870118
TJP3	chr19:3728374-3750681
TK1	chr17:76170160-76183285
TK2	chr16:66543352-66584315
TKT.2	chr3:53258724-53290068
TKT.3	chr3:53259655-53290068
TKT	chr3:53259653-53290068
TKTL1.2	chrX:153524027-153558712
TKTL1.3	chrX:153533409-153558712
TKTL1	chrX:153524027-153558712
TKTL2	chr4:164392248-164395047
TLCD1.2	chr17:27051368-27053949
TLCD1	chr17:27051368-27053230
TLCD2	chr17:1606084-1613662
TLE1	chr9:84198600-84303596
TLE2.2	chr19:2997637-3029612
TLE2.3	chr19:2997637-3047633
TLE2	chr19:2997637-3029165
TLE3.2	chr15:70340543-70390256
TLE3.3	chr15:70340543-70390256
TLE3	chr15:70340543-70390256
TLE4	chr9:82186878-82341657
TLE6.2	chr19:2977536-2995182
TLE6	chr19:2977536-2995182
TLK1.2	chr2:171847333-171923483
TLK1.3	chr2:171847333-172087824
TLK1	chr2:171847333-172017410
TLK2.2	chr17:60556386-60692839
TLK2	chr17:60556386-60692839
TLL1	chr4:166794410-167024993
TLL2	chr10:98124366-98273668
TLN1	chr9:35697334-35732392
TLN2	chr15:62939510-63136827
TLR10.2	chr4:38774263-38784589
TLR10	chr4:38774263-38784589
TLR1	chr4:38797878-38806412
TLR2	chr4:154605441-154627240
TLR3	chr4:186990309-187006250
TLR4.2	chr9:120466460-120479764
TLR4.3	chr9:120466460-120479764
TLR4	chr9:120466460-120479764
TLR5	chr1:223283584-223316624
TLR6	chr4:38825336-38858437
TLR7	chrX:12885202-12908479
TLR8	chrX:12924739-12941286
TLR9	chr3:52255098-52260179
TLX1	chr10:102891061-102897545
TLX1NB	chr10:102849079-102890903
TLX2	chr2:74741611-74743890
TLX3	chr5:170736288-170739137
TM2D1	chr1:62146719-62191095
TM2D2.2	chr8:38846328-38854041
TM2D2.3	chr8:38846328-38854041
TM2D2.4	chr8:38846328-38854041
TM2D2	chr8:38846328-38854041
TM2D3.2	chr15:102182054-102192594
TM2D3	chr15:102182054-102192594
TM4SF18	chr3:149038856-149051419
TM4SF19	chr3:196050419-196065258
TM4SF1	chr3:149086805-149095568
TM4SF20	chr2:228226874-228244022
TM4SF4	chr3:149192434-149221068
TM4SF5	chr17:4675187-4686506
TM6SF1.2	chr15:83776324-83806110
TM6SF1	chr15:83776324-83806110
TM6SF2	chr19:19375174-19384074
TM7SF2	chr11:64879341-64883706
TM7SF3	chr12:27124508-27167339
TM7SF4	chr8:105352054-105368916
TM9SF1.2	chr14:24659245-24664882
TM9SF1	chr14:24658360-24664882
TM9SF2	chr13:100153728-100215276
TM9SF3	chr10:98277868-98346809
TM9SF4	chr20:30697309-30755061
TMBIM1	chr2:219138917-219157280
TMBIM4	chr12:66530718-66563807
TMBIM6.2	chr12:50135592-50158717
TMBIM6	chr12:50135293-50158717
TMC1	chr9:75136717-75451267
TMC2	chr20:2517253-2622430
TMC3	chr15:81624760-81666418
TMC4.2	chr19:54663836-54676944
TMC4	chr19:54663836-54676944
TMC5.2	chr16:19467772-19510432
TMC5.3	chr16:19422057-19510432
TMC5	chr16:19422057-19510432
TMC6.2	chr17:76108999-76124861
TMC6	chr17:76108999-76128488
TMC7.2	chr16:18995256-19075260
TMC7	chr16:18995609-19075260
TMC8	chr17:76126859-76139049
TMCC1.2	chr3:129366637-129612403
TMCC1.3	chr3:129366637-129612403
TMCC1	chr3:129366637-129407500
TMCC2	chr1:205197091-205242470
TMCC3	chr12:94960900-95044324
TMCO1	chr1:165693530-165738135
TMCO2	chr1:40713573-40717365
TMCO3	chr13:114145308-114204542
TMCO4	chr1:20008707-20126410
TMCO5A	chr15:38227457-38243622
TMCO6	chr5:140019012-140024987
TMCO7	chr16:68877509-69119083
TMED10	chr14:75598171-75643349
TMED10P	chr8:146220251-146224282
TMED1	chr19:10943116-10946983
TMED2	chr12:124069076-124082681
TMED3	chr15:79603491-79615188
TMED4	chr7:44618763-44621827
TMED5	chr1:93617411-93646246
TMED6	chr16:69377149-69385712
TMED7	chr5:114948905-114961876
TMED7-TICAM2.2	chr5:114914340-114961876
TMED7-TICAM2	chr5:114914340-114961876
TMED8	chr14:77808115-77843396
TMED9	chr5:177019213-177023097
TMEFF1	chr9:103235717-103339914
TMEFF2	chr2:192814749-193059644
TMEM100.2	chr17:53796990-53800225
TMEM100	chr17:53796990-53809482
TMEM101	chr17:42088557-42092345
TMEM102	chr17:7338762-7340998
TMEM104	chr17:72772622-72835920
TMEM105	chr17:79285074-79304474
TMEM106A	chr17:41363894-41371589
TMEM106B.2	chr7:12250848-12276889
TMEM106B	chr7:12250848-12276889
TMEM106C.2	chr12:48357330-48362660
TMEM106C.3	chr12:48357330-48362660
TMEM106C.4	chr12:48357330-48362660
TMEM106C	chr12:48357330-48362660
TMEM107.2	chr17:8076299-8079714
TMEM107	chr17:8076299-8079714
TMEM108.2	chr3:132757171-133116618
TMEM108	chr3:132757171-133116618
TMEM109	chr11:60681371-60690913
TMEM110	chr3:52873899-52931547
TMEM111	chr3:10005637-10028522
TMEM11.2	chr17:21101263-21117908
TMEM114	chr16:8619503-8622226
TMEM115	chr3:50392180-50396939
TMEM116	chr12:112369103-112450935
TMEM117	chr12:44229962-44783540
